txn_id,account_id,txn_date,txn_timestamp,txn_type,amount,currency,counterparty_account,counterparty_bank_bic,channel,status,reversal_flag,original_txn_id,created_at
TXN0000014983,ACCT00000361,2020-12-25,2020-12-25 06:57:56,DEBIT,4505.04,CHF,MAVV71385204772297,TOKYOJPJT,MOBILE,SETTLED,N,,2020-12-25 14:13:18
TXN0000014984,ACCT00000361,2023-05-04,2023-05-04 11:20:25,DEBIT,1723.43,GBP,LWXO96224558399856,UBSWCHZH,MOBILE,FAILED,N,,2023-05-04 15:35:40
TXN0000014985,ACCT00000361,2021-05-25,2021-05-25 18:12:02,TRANSFER,110.05,USD,JCSC33926426860423,USbugTPXXX,WIRE,PENDING,N,,2021-05-25 16:00:39
TXN0000014986,ACCT00000361,2020-07-15,2020-07-15 07:52:36,TRANSFER,5.33,USD,XTYQ99143480954515,USxJgTHXXX,ATM,SETTLED,N,,2020-07-15 14:14:40
TXN0000014987,ACCT00000361,2021-07-07,2021-07-07 08:34:51,DEBIT,343.35,USD,,,ATM,PENDING,N,,2021-07-07 22:26:52
TXN0000014988,ACCT00000361,2023-01-24,2023-01-24 10:10:20,TRANSFER,238.73,USD,NKWQ43884105540876,USVRHfPXXX,ATM,SETTLED,N,,2023-01-24 21:53:53
TXN0000014989,ACCT00000361,2023-12-18,2023-12-18 06:17:43,DEBIT,511.52,USD,,,ATM,SETTLED,N,,2023-12-18 09:08:25
TXN0000014990,ACCT00000361,2020-12-27,2020-12-27 16:57:08,DEBIT,86.33,USD,,,MOBILE,SETTLED,N,,2020-12-27 08:24:46
TXN0000014991,ACCT00000361,2022-06-11,2022-06-11 13:46:37,DEBIT,159.32,EUR,YPIW59990270245622,BARCGB22,BRANCH,SETTLED,N,,2022-06-11 12:33:28
TXN0000014992,ACCT00000361,2023-03-13,2023-03-13 21:31:17,CREDIT,303.94,USD,,,ATM,SETTLED,N,,2023-03-13 14:09:34
TXN0000014993,ACCT00000361,2023-08-02,2023-08-02 19:02:26,FEE,149.86,USD,,,POS,PENDING,N,,2023-08-02 08:05:14
TXN0000014994,ACCT00000361,2023-04-30,2023-04-30 15:37:38,DEBIT,153.5,USD,,,ATM,SETTLED,N,,2023-04-30 12:12:44
TXN0000014995,ACCT00000361,2021-08-30,2021-08-30 17:23:46,DEBIT,346.45,USD,,,ONLINE,SETTLED,N,,2021-08-30 06:58:25
TXN0000014996,ACCT00000361,2020-10-19,2020-10-19 21:26:08,FEE,359.34,USD,,,MOBILE,SETTLED,N,,2020-10-19 16:18:52
TXN0000014997,ACCT00000361,2020-08-03,2020-08-03 09:15:41,ACH,15.09,USD,WKSU26349715513451,USlSXNZXXX,MOBILE,SETTLED,N,,2020-08-03 07:07:04
TXN0000014998,ACCT00000361,2023-09-11,2023-09-11 18:13:48,CREDIT,461.46,GBP,QAPN17796800025222,MXBBMXMM,BRANCH,SETTLED,N,,2023-09-11 17:12:16
TXN0000014999,ACCT00000362,2022-01-12,2022-01-12 15:01:03,WIRE,296.8,EUR,NNIY97986492465964,BARCGB22,MOBILE,SETTLED,N,,2022-01-12 11:26:20
TXN0000015000,ACCT00000362,2022-08-22,2022-08-22 12:18:32,DEBIT,399.86,CAD,KNYB01558155600790,CITIGB2L,MOBILE,SETTLED,N,,2022-08-22 16:55:12
TXN0000015001,ACCT00000362,2023-04-03,2023-04-03 14:11:19,FEE,57.67,USD,,,BRANCH,SETTLED,N,,2023-04-03 06:48:37
TXN0000015002,ACCT00000362,2023-12-08,2023-12-08 16:32:47,ACH,361.7,USD,NMTS69578295133491,USYviQSXXX,ATM,SETTLED,N,,2023-12-08 22:21:42
TXN0000015003,ACCT00000362,2022-02-16,2022-02-16 11:08:09,WIRE,697.61,USD,NWRK38828082141688,HSBCHKHH,ATM,SETTLED,N,,2022-02-16 19:02:07
TXN0000015004,ACCT00000362,2022-06-21,2022-06-21 20:39:32,DEBIT,685.74,CAD,ULRR37636723531721,DEUTDEDB,ACH,REVERSED,Y,TXN0000001969,2022-06-21 09:26:15
TXN0000015005,ACCT00000362,2023-08-03,2023-08-03 15:10:55,DEBIT,128.78,USD,,,BRANCH,SETTLED,N,,2023-08-03 17:59:59
TXN0000015006,ACCT00000362,2022-04-24,2022-04-24 19:29:17,WIRE,274.93,EUR,XZZU31107701391013,CHASUS33,MOBILE,SETTLED,N,,2022-04-24 09:27:13
TXN0000015007,ACCT00000362,2023-10-18,2023-10-18 19:30:05,CREDIT,679.66,USD,,,ONLINE,PENDING,N,,2023-10-18 12:52:53
TXN0000015008,ACCT00000362,2023-06-30,2023-06-30 19:55:58,CREDIT,153.23,USD,,,ATM,SETTLED,N,,2023-06-30 15:46:05
TXN0000015009,ACCT00000362,2021-10-01,2021-10-01 21:15:53,WIRE,37.85,USD,IVEX48460238245223,USjesYgXXX,ACH,SETTLED,N,,2021-10-01 16:34:50
TXN0000015010,ACCT00000362,2021-09-24,2021-09-24 06:34:53,WIRE,451.48,USD,ZNRY69005555379489,USjesYgXXX,ATM,SETTLED,N,,2021-09-24 18:34:04
TXN0000015011,ACCT00000362,2021-12-18,2021-12-18 20:10:57,CREDIT,74.18,CHF,NTZS30568821680814,DEUTDEDB,ATM,SETTLED,N,,2021-12-18 10:26:10
TXN0000015012,ACCT00000362,2021-11-19,2021-11-19 17:24:37,ACH,503.83,GBP,MWKR10167822297373,RBOSGB2L,MOBILE,SETTLED,N,,2021-11-19 17:06:28
TXN0000015013,ACCT00000362,2022-02-17,2022-02-17 09:15:27,CREDIT,2857.62,GBP,NPJH66512250668445,BNPAFRPP,ONLINE,SETTLED,N,,2022-02-17 06:04:53
TXN0000015014,ACCT00000362,2023-01-02,2023-01-02 10:09:18,CREDIT,101.04,USD,,,ONLINE,SETTLED,N,,2023-01-02 11:31:56
TXN0000015015,ACCT00000362,2023-02-28,2023-02-28 10:54:53,ACH,69.97,USD,OHVI44213671701836,USrCGjBXXX,ACH,SETTLED,N,,2023-02-28 14:02:42
TXN0000015016,ACCT00000362,2021-09-19,2021-09-19 17:47:10,DEBIT,1542.26,EUR,MXMM09683901470688,TOKYOJPJT,MOBILE,SETTLED,N,,2021-09-19 17:52:21
TXN0000015017,ACCT00000362,2023-09-22,2023-09-22 20:17:41,DEBIT,12.76,USD,,,MOBILE,SETTLED,N,,2023-09-22 09:32:03
TXN0000015018,ACCT00000362,2022-11-19,2022-11-19 21:59:05,CREDIT,34.8,GBP,HTBG20374353948246,CHASUS33,MOBILE,PENDING,N,,2022-11-19 09:00:50
TXN0000015019,ACCT00000362,2023-09-25,2023-09-25 18:38:07,CREDIT,160.64,USD,,,ATM,SETTLED,N,,2023-09-25 12:45:39
TXN0000015020,ACCT00000362,2022-10-07,2022-10-07 15:41:01,DEBIT,323.4,EUR,YZMO87229774183525,CHASUS33,ONLINE,SETTLED,N,,2022-10-07 11:57:02
TXN0000015021,ACCT00000362,2022-07-26,2022-07-26 07:19:17,DEBIT,60.61,USD,,,BRANCH,SETTLED,N,,2022-07-26 20:30:54
TXN0000015022,ACCT00000362,2023-03-24,2023-03-24 16:25:12,TRANSFER,591.04,USD,UZIG95870998109297,USQBGxbXXX,BRANCH,SETTLED,N,,2023-03-24 21:10:21
TXN0000015023,ACCT00000362,2021-11-16,2021-11-16 11:26:46,DEBIT,70.36,USD,,,MOBILE,SETTLED,N,,2021-11-16 14:02:49
TXN0000015024,ACCT00000362,2021-11-20,2021-11-20 12:10:13,DEBIT,142.16,USD,,,ONLINE,FAILED,N,,2021-11-20 19:42:06
TXN0000015025,ACCT00000362,2023-05-16,2023-05-16 22:44:51,WIRE,49.18,GBP,DEQW09455172353709,RBOSGB2L,MOBILE,SETTLED,N,,2023-05-16 20:47:37
TXN0000015026,ACCT00000362,2022-06-26,2022-06-26 12:23:00,WIRE,271.11,USD,IJKF53284873984743,RBOSGB2L,MOBILE,SETTLED,N,,2022-06-26 12:04:33
TXN0000015027,ACCT00000362,2022-04-12,2022-04-12 08:03:21,FEE,45.0,CAD,REYJ52507059792881,CHASUS33,ONLINE,SETTLED,N,,2022-04-12 08:18:06
TXN0000015028,ACCT00000362,2022-08-12,2022-08-12 14:09:46,TRANSFER,21.12,USD,XFXF15527361195691,USvYjicXXX,ONLINE,SETTLED,N,,2022-08-12 12:44:52
TXN0000015029,ACCT00000362,2023-01-25,2023-01-25 08:35:34,WIRE,346.57,EUR,KWXS59184085270458,TOKYOJPJT,ONLINE,SETTLED,N,,2023-01-25 22:49:16
TXN0000015030,ACCT00000362,2023-07-25,2023-07-25 09:13:06,DEBIT,106.6,USD,,,MOBILE,SETTLED,N,,2023-07-25 14:54:15
TXN0000015031,ACCT00000362,2023-03-31,2023-03-31 07:01:39,DEBIT,102.0,EUR,ISER63604304758389,CHASUS33,ONLINE,SETTLED,N,,2023-03-31 21:57:38
TXN0000015032,ACCT00000362,2023-05-16,2023-05-16 08:26:28,CREDIT,323.21,USD,,,POS,SETTLED,N,,2023-05-16 07:39:26
TXN0000015033,ACCT00000362,2023-07-29,2023-07-29 13:12:36,CREDIT,17.45,JPY,SBJW86627177860381,BARCGB22,MOBILE,SETTLED,N,,2023-07-29 18:28:56
TXN0000015034,ACCT00000362,2022-10-16,2022-10-16 20:10:14,ACH,5.26,EUR,PNLW42377793761468,RBOSGB2L,MOBILE,SETTLED,N,,2022-10-16 07:55:11
TXN0000015035,ACCT00000362,2021-12-05,2021-12-05 21:35:54,FEE,545.27,USD,,,ATM,SETTLED,N,,2021-12-05 12:39:03
TXN0000015036,ACCT00000362,2022-12-10,2022-12-10 09:23:27,WIRE,250.12,CAD,YXEY33504242483518,HSBCHKHH,BRANCH,SETTLED,N,,2022-12-10 14:10:34
TXN0000015037,ACCT00000362,2021-10-19,2021-10-19 15:47:21,ACH,36.91,USD,DKTS44495293497658,USsXyGHXXX,POS,SETTLED,N,,2021-10-19 12:33:12
TXN0000015038,ACCT00000362,2022-07-25,2022-07-25 09:31:43,CREDIT,21.23,CAD,KBCI13400618266568,UBSWCHZH,BRANCH,SETTLED,N,,2022-07-25 19:25:53
TXN0000015039,ACCT00000362,2023-07-25,2023-07-25 11:23:56,FEE,142.31,USD,,,MOBILE,SETTLED,N,,2023-07-25 18:31:03
TXN0000015040,ACCT00000362,2023-04-10,2023-04-10 20:24:40,FEE,415.66,CAD,XBOL10628574759504,BNPAFRPP,ONLINE,SETTLED,N,,2023-04-10 17:16:35
TXN0000015041,ACCT00000362,2022-07-05,2022-07-05 15:27:23,DEBIT,459.52,USD,,,MOBILE,SETTLED,N,,2022-07-05 07:31:01
TXN0000015042,ACCT00000362,2023-03-10,2023-03-10 09:46:51,CREDIT,390.38,USD,,,ONLINE,SETTLED,N,,2023-03-10 20:17:56
TXN0000015043,ACCT00000362,2023-11-22,2023-11-22 15:06:44,ACH,638.72,USD,GELY26023352362306,USXFmoiXXX,ONLINE,SETTLED,N,,2023-11-22 22:52:15
TXN0000015044,ACCT00000362,2022-03-01,2022-03-01 13:16:04,FEE,979.05,USD,,,ONLINE,SETTLED,N,,2022-03-01 16:47:08
TXN0000015045,ACCT00000362,2021-11-30,2021-11-30 08:37:05,DEBIT,214.19,GBP,PLHW54620331901666,BARCGB22,ATM,SETTLED,N,,2021-11-30 12:23:09
TXN0000015046,ACCT00000362,2022-08-07,2022-08-07 18:16:31,TRANSFER,141.0,USD,SYMS57649791025105,USAdzGxXXX,WIRE,SETTLED,N,,2022-08-07 18:11:22
TXN0000015047,ACCT00000362,2022-03-20,2022-03-20 13:41:26,FEE,30.93,JPY,MHEL42932594551310,RBOSGB2L,ONLINE,SETTLED,N,,2022-03-20 17:08:22
TXN0000015048,ACCT00000363,2022-03-17,2022-03-17 21:15:02,FEE,203.44,USD,,,ONLINE,SETTLED,N,,2022-03-17 14:57:51
TXN0000015049,ACCT00000363,2023-10-13,2023-10-13 12:27:04,CREDIT,120.37,USD,,,ONLINE,SETTLED,N,,2023-10-13 11:11:43
TXN0000015050,ACCT00000363,2023-04-22,2023-04-22 08:37:48,DEBIT,1803.36,USD,,,POS,SETTLED,N,,2023-04-22 17:21:15
TXN0000015051,ACCT00000363,2023-05-21,2023-05-21 16:32:42,DEBIT,213.01,EUR,XVRJ57329625108661,CHASUS33,ONLINE,SETTLED,N,,2023-05-21 08:30:37
TXN0000015052,ACCT00000363,2021-03-06,2021-03-06 19:19:28,DEBIT,2203.56,USD,,,ACH,SETTLED,N,,2021-03-06 13:41:46
TXN0000015053,ACCT00000363,2022-02-02,2022-02-02 07:47:27,WIRE,11.61,USD,ECEU09676323049940,USvYjicXXX,ONLINE,SETTLED,N,,2022-02-02 11:31:09
TXN0000015054,ACCT00000363,2022-06-08,2022-06-08 11:57:51,FEE,64.89,JPY,URSO97747709613168,BARCGB22,MOBILE,SETTLED,N,,2022-06-08 09:10:31
TXN0000015055,ACCT00000363,2022-09-11,2022-09-11 13:34:06,DEBIT,46.32,USD,,,BRANCH,SETTLED,N,,2022-09-11 07:26:13
TXN0000015056,ACCT00000363,2022-03-05,2022-03-05 22:28:17,DEBIT,26.58,USD,,,ATM,SETTLED,N,,2022-03-05 08:34:24
TXN0000015057,ACCT00000363,2022-08-31,2022-08-31 06:34:36,TRANSFER,3.79,USD,CRVH26699556499702,USfoCwbXXX,ONLINE,SETTLED,N,,2022-08-31 18:06:16
TXN0000015058,ACCT00000363,2022-05-28,2022-05-28 20:15:29,CREDIT,219.83,USD,,,POS,SETTLED,N,,2022-05-28 21:14:28
TXN0000015059,ACCT00000363,2023-11-09,2023-11-09 18:32:32,DEBIT,240.08,USD,,,ATM,SETTLED,N,,2023-11-09 16:11:57
TXN0000015060,ACCT00000363,2022-03-17,2022-03-17 13:25:58,CREDIT,37.68,CHF,GVRN53722184586394,TOKYOJPJT,BRANCH,SETTLED,N,,2022-03-17 06:20:43
TXN0000015061,ACCT00000363,2022-11-07,2022-11-07 19:31:19,TRANSFER,1188.54,USD,KJFS86586676879749,USxtlnvXXX,ONLINE,SETTLED,N,,2022-11-07 15:45:36
TXN0000015062,ACCT00000363,2023-08-07,2023-08-07 08:18:17,WIRE,44.06,CHF,MYKL76558151961324,DEUTDEDB,ONLINE,SETTLED,N,,2023-08-07 07:45:57
TXN0000015063,ACCT00000363,2023-06-07,2023-06-07 09:44:44,TRANSFER,188.68,GBP,UYXY38535005449634,BARCGB22,ACH,SETTLED,N,,2023-06-07 07:51:15
TXN0000015064,ACCT00000363,2023-06-06,2023-06-06 21:25:13,DEBIT,198.23,USD,,,MOBILE,SETTLED,N,,2023-06-06 22:59:05
TXN0000015065,ACCT00000363,2021-02-25,2021-02-25 19:49:17,TRANSFER,8169.52,USD,DPJN09766302503586,USQBGxbXXX,BRANCH,SETTLED,N,,2021-02-25 18:02:24
TXN0000015066,ACCT00000363,2022-01-14,2022-01-14 08:06:56,WIRE,288.5,EUR,UNDS41014783228811,BNPAFRPP,ONLINE,SETTLED,N,,2022-01-14 12:56:07
TXN0000015067,ACCT00000363,2021-01-26,2021-01-26 17:44:24,ACH,177.87,USD,WQEN34363936589804,USGXIVHXXX,POS,SETTLED,N,,2021-01-26 13:51:29
TXN0000015068,ACCT00000363,2023-11-06,2023-11-06 15:58:07,CREDIT,313.58,USD,,,ONLINE,SETTLED,N,,2023-11-06 22:18:13
TXN0000015069,ACCT00000363,2023-09-21,2023-09-21 21:59:05,TRANSFER,102.12,JPY,HOHM79181100158488,DEUTDEDB,ACH,SETTLED,N,,2023-09-21 15:31:19
TXN0000015070,ACCT00000363,2022-06-10,2022-06-10 14:50:30,DEBIT,264.96,USD,,,ACH,SETTLED,N,,2022-06-10 18:22:54
TXN0000015071,ACCT00000363,2023-07-10,2023-07-10 12:47:38,WIRE,743.8,CHF,JPOZ96296906858786,HSBCHKHH,MOBILE,SETTLED,N,,2023-07-10 14:49:59
TXN0000015072,ACCT00000363,2021-10-27,2021-10-27 09:34:29,DEBIT,7.23,USD,,,ONLINE,SETTLED,N,,2021-10-27 18:58:57
TXN0000015073,ACCT00000363,2022-11-20,2022-11-20 21:47:21,CREDIT,368.81,USD,,,ONLINE,SETTLED,N,,2022-11-20 21:46:37
TXN0000015074,ACCT00000363,2021-11-05,2021-11-05 08:58:06,ACH,326.12,USD,ZCZR15463293258847,USlSXNZXXX,ACH,SETTLED,N,,2021-11-05 08:25:44
TXN0000015075,ACCT00000363,2021-05-25,2021-05-25 17:15:01,CREDIT,292.53,USD,,,POS,SETTLED,N,,2021-05-25 11:34:59
TXN0000015076,ACCT00000363,2022-05-17,2022-05-17 08:00:27,WIRE,8.1,USD,ZMBP99837459746833,USRKCDXXXX,MOBILE,SETTLED,N,,2022-05-17 18:30:01
TXN0000015077,ACCT00000363,2022-07-17,2022-07-17 13:27:22,DEBIT,111.59,CAD,YHYM82850100524741,MXBBMXMM,ATM,SETTLED,N,,2022-07-17 14:07:20
TXN0000015078,ACCT00000363,2023-01-03,2023-01-03 08:44:07,FEE,170.58,USD,,,ATM,SETTLED,N,,2023-01-03 15:37:59
TXN0000015079,ACCT00000363,2022-01-20,2022-01-20 09:01:05,DEBIT,964.56,EUR,IDQS11782384062193,UBSWCHZH,ONLINE,SETTLED,N,,2022-01-20 10:18:22
TXN0000015080,ACCT00000363,2023-02-07,2023-02-07 08:58:20,TRANSFER,1686.26,USD,HKSN17153639849252,USXFmoiXXX,POS,SETTLED,N,,2023-02-07 11:37:09
TXN0000015081,ACCT00000363,2022-12-17,2022-12-17 13:33:46,CREDIT,5.9,GBP,EDAJ07843206700400,DEUTDEDB,MOBILE,SETTLED,N,,2022-12-17 07:12:23
TXN0000015082,ACCT00000363,2021-11-05,2021-11-05 19:30:21,DEBIT,508.24,USD,,,ONLINE,SETTLED,N,,2021-11-05 19:13:28
TXN0000015083,ACCT00000364,2023-10-18,2023-10-18 10:38:13,FEE,5352.64,USD,,,ONLINE,SETTLED,N,,2023-10-18 10:37:04
TXN0000015084,ACCT00000364,2023-12-26,2023-12-26 21:29:32,DEBIT,502.27,USD,,,ONLINE,SETTLED,N,,2023-12-26 21:06:29
TXN0000015085,ACCT00000364,2022-10-10,2022-10-10 16:43:05,FEE,1126.28,USD,,,ACH,SETTLED,N,,2022-10-10 18:12:58
TXN0000015086,ACCT00000364,2022-05-04,2022-05-04 22:40:13,ACH,177.55,EUR,LEVS70778587533467,MXBBMXMM,ONLINE,SETTLED,N,,2022-05-04 12:54:05
TXN0000015087,ACCT00000364,2022-01-02,2022-01-02 16:28:09,CREDIT,157.17,USD,,,ONLINE,SETTLED,N,,2022-01-02 11:07:00
TXN0000015088,ACCT00000364,2022-08-23,2022-08-23 08:42:45,DEBIT,23.55,USD,,,ATM,SETTLED,N,,2022-08-23 10:12:18
TXN0000015089,ACCT00000364,2021-10-01,2021-10-01 13:52:07,TRANSFER,16.62,USD,VPWB47980983689209,UShsfWkXXX,WIRE,SETTLED,N,,2021-10-01 15:45:00
TXN0000015090,ACCT00000364,2023-10-28,2023-10-28 09:31:01,TRANSFER,742.45,USD,YOHA47647458033557,USlSXNZXXX,ONLINE,SETTLED,N,,2023-10-28 13:16:24
TXN0000015091,ACCT00000364,2022-09-30,2022-09-30 08:00:16,CREDIT,129.36,CAD,HOGF74746120032094,BNPAFRPP,ATM,SETTLED,N,,2022-09-30 19:52:07
TXN0000015092,ACCT00000364,2023-12-28,2023-12-28 22:19:01,WIRE,723.65,MXN,JNOQ95002880334549,UBSWCHZH,MOBILE,SETTLED,N,,2023-12-28 07:16:56
TXN0000015093,ACCT00000364,2022-08-02,2022-08-02 07:46:03,CREDIT,480.61,GBP,DNJF56736013583630,CITIGB2L,ONLINE,SETTLED,N,,2022-08-02 18:40:38
TXN0000015094,ACCT00000364,2022-07-29,2022-07-29 18:48:04,FEE,17.88,EUR,NVAI15002413505691,CHASUS33,MOBILE,SETTLED,N,,2022-07-29 11:01:35
TXN0000015095,ACCT00000364,2023-10-29,2023-10-29 17:47:36,DEBIT,141.69,GBP,CSCH60812627301667,MXBBMXMM,MOBILE,SETTLED,N,,2023-10-29 20:01:41
TXN0000015096,ACCT00000364,2023-10-28,2023-10-28 09:55:07,FEE,1072.34,USD,,,ATM,SETTLED,N,,2023-10-28 14:30:11
TXN0000015097,ACCT00000364,2022-06-20,2022-06-20 11:10:07,DEBIT,720.81,USD,,,BRANCH,SETTLED,N,,2022-06-20 21:40:52
TXN0000015098,ACCT00000364,2023-11-13,2023-11-13 21:55:39,TRANSFER,219.54,USD,HQVF25305552840584,USiqdPEXXX,MOBILE,SETTLED,N,,2023-11-13 19:47:35
TXN0000015099,ACCT00000364,2022-02-09,2022-02-09 06:51:29,CREDIT,138.29,MXN,BJPG73176036481118,MXBBMXMM,ONLINE,SETTLED,N,,2022-02-09 12:15:17
TXN0000015100,ACCT00000364,2021-04-21,2021-04-21 16:32:53,CREDIT,53.94,USD,,,ATM,REVERSED,Y,TXN0000010681,2021-04-21 09:50:22
TXN0000015101,ACCT00000364,2023-07-01,2023-07-01 20:25:49,WIRE,46.31,EUR,WAHB58023923560356,CITIGB2L,ONLINE,SETTLED,N,,2023-07-01 15:03:22
TXN0000015102,ACCT00000364,2022-02-09,2022-02-09 09:30:19,ACH,507.92,USD,QFLK91898539923377,USvYjicXXX,MOBILE,SETTLED,N,,2022-02-09 17:38:47
TXN0000015103,ACCT00000364,2022-10-30,2022-10-30 11:51:38,CREDIT,20.06,USD,,,ONLINE,SETTLED,N,,2022-10-30 08:31:52
TXN0000015104,ACCT00000364,2022-01-12,2022-01-12 13:47:58,ACH,6661.5,EUR,YDMI37513721013953,CHASUS33,MOBILE,SETTLED,N,,2022-01-12 22:22:55
TXN0000015105,ACCT00000364,2023-04-23,2023-04-23 15:46:56,WIRE,110.38,USD,XUQV48642029084291,UScQvXNXXX,ONLINE,SETTLED,N,,2023-04-23 17:04:42
TXN0000015106,ACCT00000364,2023-11-07,2023-11-07 15:54:55,CREDIT,98.23,USD,,,ATM,SETTLED,N,,2023-11-07 10:10:45
TXN0000015107,ACCT00000364,2022-09-01,2022-09-01 12:09:51,CREDIT,160.26,USD,,,ONLINE,SETTLED,N,,2022-09-01 19:12:55
TXN0000015108,ACCT00000364,2022-11-06,2022-11-06 22:04:18,TRANSFER,489.89,USD,YGIV82504065844360,USftJyPXXX,BRANCH,SETTLED,N,,2022-11-06 15:47:37
TXN0000015109,ACCT00000364,2021-07-22,2021-07-22 21:57:11,CREDIT,1245.47,EUR,BZRE37333100257817,DEUTDEDB,ONLINE,SETTLED,N,,2021-07-22 22:55:41
TXN0000015110,ACCT00000364,2021-08-08,2021-08-08 06:45:59,TRANSFER,428.08,USD,XXJE49632336349522,USxJgTHXXX,MOBILE,SETTLED,N,,2021-08-08 11:15:39
TXN0000015111,ACCT00000364,2022-06-14,2022-06-14 17:05:26,ACH,350.18,USD,GITT36728586957252,USCoIptXXX,ONLINE,SETTLED,N,,2022-06-14 06:38:53
TXN0000015112,ACCT00000364,2022-07-18,2022-07-18 13:54:28,FEE,31.77,EUR,UZTU42669248182110,BARCGB22,ONLINE,SETTLED,N,,2022-07-18 20:57:16
TXN0000015113,ACCT00000364,2022-02-06,2022-02-06 20:32:22,DEBIT,1.7,GBP,UGDU59708820378208,TOKYOJPJT,ONLINE,PENDING,N,,2022-02-06 09:48:20
TXN0000015114,ACCT00000364,2023-03-07,2023-03-07 22:56:36,FEE,16.54,EUR,CWXN31259082810856,RBOSGB2L,ONLINE,SETTLED,N,,2023-03-07 12:39:39
TXN0000015115,ACCT00000364,2023-06-28,2023-06-28 19:09:43,WIRE,1276.85,EUR,HXNN30078273492111,RBOSGB2L,ATM,SETTLED,N,,2023-06-28 12:32:20
TXN0000015116,ACCT00000364,2023-09-28,2023-09-28 08:14:19,DEBIT,21.03,GBP,FAEP15074328130880,CHASUS33,POS,SETTLED,N,,2023-09-28 08:03:22
TXN0000015117,ACCT00000364,2022-05-28,2022-05-28 20:16:26,TRANSFER,71.2,USD,WOFO24739523167612,USxtlnvXXX,ONLINE,SETTLED,N,,2022-05-28 21:12:01
TXN0000015118,ACCT00000364,2022-05-13,2022-05-13 14:17:25,DEBIT,186.47,MXN,YYNS17866337521243,RBOSGB2L,ATM,SETTLED,N,,2022-05-13 19:02:59
TXN0000015119,ACCT00000364,2022-05-17,2022-05-17 11:26:09,DEBIT,196.27,USD,,,ATM,SETTLED,N,,2022-05-17 18:48:51
TXN0000015120,ACCT00000364,2022-09-16,2022-09-16 17:29:27,DEBIT,316.06,USD,,,ONLINE,SETTLED,N,,2022-09-16 16:26:42
TXN0000015121,ACCT00000364,2023-03-08,2023-03-08 17:42:53,CREDIT,193.37,USD,,,ACH,SETTLED,N,,2023-03-08 22:36:31
TXN0000015122,ACCT00000364,2023-10-26,2023-10-26 18:36:37,DEBIT,24.49,CAD,EWIT19349784978086,BARCGB22,MOBILE,PENDING,N,,2023-10-26 06:53:29
TXN0000015123,ACCT00000364,2022-09-22,2022-09-22 21:30:14,DEBIT,131.3,USD,,,ONLINE,SETTLED,N,,2022-09-22 07:55:43
TXN0000015124,ACCT00000364,2021-05-19,2021-05-19 06:04:55,DEBIT,113.49,USD,,,ONLINE,SETTLED,N,,2021-05-19 16:32:10
TXN0000015125,ACCT00000364,2022-01-24,2022-01-24 11:14:22,WIRE,308.72,GBP,FGRV78504780783096,TOKYOJPJT,ONLINE,SETTLED,N,,2022-01-24 19:53:03
TXN0000015126,ACCT00000364,2022-12-22,2022-12-22 17:25:31,DEBIT,89.91,USD,,,ACH,SETTLED,N,,2022-12-22 19:47:59
TXN0000015127,ACCT00000364,2023-07-13,2023-07-13 20:24:41,CREDIT,240.21,CHF,FWMH97841660908839,DEUTDEDB,WIRE,FAILED,N,,2023-07-13 12:48:28
TXN0000015128,ACCT00000364,2022-05-24,2022-05-24 09:59:43,DEBIT,227.46,USD,,,ATM,SETTLED,N,,2022-05-24 17:30:52
TXN0000015129,ACCT00000364,2023-12-31,2023-12-31 07:18:41,FEE,512.58,USD,,,MOBILE,SETTLED,N,,2023-12-31 11:28:08
TXN0000015130,ACCT00000364,2022-05-31,2022-05-31 10:35:23,DEBIT,20.64,USD,,,ACH,SETTLED,N,,2022-05-31 20:12:52
TXN0000015131,ACCT00000364,2023-07-19,2023-07-19 15:41:33,ACH,949.28,GBP,IXCC98162503483914,DEUTDEDB,ONLINE,SETTLED,N,,2023-07-19 14:46:29
TXN0000015132,ACCT00000364,2021-11-13,2021-11-13 14:55:47,DEBIT,976.21,USD,,,BRANCH,SETTLED,N,,2021-11-13 21:50:13
TXN0000015133,ACCT00000364,2022-02-05,2022-02-05 19:37:43,DEBIT,2462.24,USD,,,ATM,SETTLED,N,,2022-02-05 07:40:32
TXN0000015134,ACCT00000364,2023-03-11,2023-03-11 17:19:59,DEBIT,105.44,GBP,TZCJ37040842678040,RBOSGB2L,MOBILE,SETTLED,N,,2023-03-11 12:33:47
TXN0000015135,ACCT00000364,2022-12-09,2022-12-09 07:36:50,ACH,27.83,EUR,IUDB22961939731447,BARCGB22,ONLINE,PENDING,N,,2022-12-09 15:54:42
TXN0000015136,ACCT00000364,2021-06-28,2021-06-28 21:14:12,CREDIT,68.27,USD,,,ONLINE,SETTLED,N,,2021-06-28 06:41:23
TXN0000015137,ACCT00000364,2023-03-22,2023-03-22 08:14:34,DEBIT,24.08,EUR,ZGNA96527829851080,UBSWCHZH,ATM,SETTLED,N,,2023-03-22 13:41:15
TXN0000015138,ACCT00000364,2023-04-09,2023-04-09 19:28:35,CREDIT,7.99,CAD,PMWV53644816393593,DEUTDEDB,ATM,PENDING,N,,2023-04-09 08:55:11
TXN0000015139,ACCT00000364,2022-01-10,2022-01-10 08:34:05,CREDIT,871.39,USD,,,ONLINE,PENDING,N,,2022-01-10 12:17:14
